No,App Name,Database Name,Table Name Matches,Column Name Matches,Reason,Column Description,Remark
417,Maribank DBPortal,cif2,cif_client_bak,BKE_USER_ID,Added as part of BAU v2.79_0105 (CIF),BKE user ID,cif
418,Maribank DBPortal,cif3,cif_client_bak,BKE_USER_ID,Added as part of BAU v2.79_0105 (CIF),BKE user ID,cif
419,Maribank DBPortal,cif4,cif_client_bak,BKE_USER_ID,Added as part of BAU v2.79_0105 (CIF),BKE user ID,cif
420,Maribank DBPortal,cif5,cif_client_bak,BKE_USER_ID,Added as part of BAU v2.79_0105 (CIF),BKE user ID,cif
421,Maribank DBPortal,cif1,cif_client_bak,BIRTHPLACE,Added as part of BAU v2.79_0105 (CIF),City of birth,cif
422,Maribank DBPortal,cif2,cif_client_bak,BIRTHPLACE,Added as part of BAU v2.79_0105 (CIF),City of birth,cif
423,Maribank DBPortal,cif3,cif_client_bak,BIRTHPLACE,Added as part of BAU v2.79_0105 (CIF),City of birth,cif
424,Maribank DBPortal,cif4,cif_client_bak,BIRTHPLACE,Added as part of BAU v2.79_0105 (CIF),City of birth,cif
425,Maribank DBPortal,cif5,cif_client_bak,BIRTHPLACE,Added as part of BAU v2.79_0105 (CIF),City of birth,cif
426,Maribank DBPortal,cif1,cif_client_bak,VIDEO_VERIFY_TIME,Added as part of BAU v2.79_0105 (CIF),Video verification time,cif
427,Maribank DBPortal,cif2,cif_client_bak,VIDEO_VERIFY_TIME,Added as part of BAU v2.79_0105 (CIF),Video verification time,cif
428,Maribank DBPortal,cif3,cif_client_bak,VIDEO_VERIFY_TIME,Added as part of BAU v2.79_0105 (CIF),Video verification time,cif
429,Maribank DBPortal,cif4,cif_client_bak,VIDEO_VERIFY_TIME,Added as part of BAU v2.79_0105 (CIF),Video verification time,cif
430,Maribank DBPortal,cif5,cif_client_bak,VIDEO_VERIFY_TIME,Added as part of BAU v2.79_0105 (CIF),Video verification time,cif
431,Maribank DBPortal,cif1,cif_client_bak,VIDEO_VERIFY_LINK,Added as part of BAU v2.79_0105 (CIF),Video verification format,cif
432,Maribank DBPortal,cif2,cif_client_bak,VIDEO_VERIFY_LINK,Added as part of BAU v2.79_0105 (CIF),Video verification format,cif
433,Maribank DBPortal,cif3,cif_client_bak,VIDEO_VERIFY_LINK,Added as part of BAU v2.79_0105 (CIF),Video verification format,cif
434,Maribank DBPortal,cif4,cif_client_bak,VIDEO_VERIFY_LINK,Added as part of BAU v2.79_0105 (CIF),Video verification format,cif
435,Maribank DBPortal,cif5,cif_client_bak,VIDEO_VERIFY_LINK,Added as part of BAU v2.79_0105 (CIF),Video verification format,cif
436,Maribank DBPortal,cif1,cif_client_bak,AML_RISK_LEVEL,Added as part of BAU v2.79_0105 (CIF),AML risk rating,cif
437,Maribank DBPortal,cif2,cif_client_bak,AML_RISK_LEVEL,Added as part of BAU v2.79_0105 (CIF),AML risk rating,cif
438,Maribank DBPortal,cif3,cif_client_bak,AML_RISK_LEVEL,Added as part of BAU v2.79_0105 (CIF),AML risk rating,cif
439,Maribank DBPortal,cif4,cif_client_bak,AML_RISK_LEVEL,Added as part of BAU v2.79_0105 (CIF),AML risk rating,cif
440,Maribank DBPortal,cif5,cif_client_bak,AML_RISK_LEVEL,Added as part of BAU v2.79_0105 (CIF),AML risk rating,cif
441,Maribank DBPortal,cif1,cif_client_bak,AML_NEXT_REVIEW_DATE,Added as part of BAU v2.79_0105 (CIF),Anti-Money Laundering next review date,cif
442,Maribank DBPortal,cif2,cif_client_bak,AML_NEXT_REVIEW_DATE,Added as part of BAU v2.79_0105 (CIF),Anti-Money Laundering next review date,cif
443,Maribank DBPortal,cif3,cif_client_bak,AML_NEXT_REVIEW_DATE,Added as part of BAU v2.79_0105 (CIF),Anti-Money Laundering next review date,cif
444,Maribank DBPortal,cif4,cif_client_bak,AML_NEXT_REVIEW_DATE,Added as part of BAU v2.79_0105 (CIF),Anti-Money Laundering next review date,cif
445,Maribank DBPortal,cif5,cif_client_bak,AML_NEXT_REVIEW_DATE,Added as part of BAU v2.79_0105 (CIF),Anti-Money Laundering next review date,cif
446,Maribank DBPortal,cif1,cif_client_bak,AML_HIGH_RISK_BUSINESS,Added as part of BAU v2.79_0105 (CIF),Whether high-risk,cif
447,Maribank DBPortal,cif2,cif_client_bak,AML_HIGH_RISK_BUSINESS,Added as part of BAU v2.79_0105 (CIF),Whether high-risk,cif
448,Maribank DBPortal,cif3,cif_client_bak,AML_HIGH_RISK_BUSINESS,Added as part of BAU v2.79_0105 (CIF),Whether high-risk,cif
449,Maribank DBPortal,cif4,cif_client_bak,AML_HIGH_RISK_BUSINESS,Added as part of BAU v2.79_0105 (CIF),Whether high-risk,cif
450,Maribank DBPortal,cif5,cif_client_bak,AML_HIGH_RISK_BUSINESS,Added as part of BAU v2.79_0105 (CIF),Whether high-risk,cif
451,Maribank DBPortal,cif1,cif_client_bak,AML_ADVERSE_NEWS_MENTIONS,Added as part of BAU v2.79_0105 (CIF),Are there negative news,cif
452,Maribank DBPortal,cif2,cif_client_bak,AML_ADVERSE_NEWS_MENTIONS,Added as part of BAU v2.79_0105 (CIF),Are there negative news,cif
453,Maribank DBPortal,cif3,cif_client_bak,AML_ADVERSE_NEWS_MENTIONS,Added as part of BAU v2.79_0105 (CIF),Are there negative news,cif
454,Maribank DBPortal,cif4,cif_client_bak,AML_ADVERSE_NEWS_MENTIONS,Added as part of BAU v2.79_0105 (CIF),Are there negative news,cif
455,Maribank DBPortal,cif5,cif_client_bak,AML_ADVERSE_NEWS_MENTIONS,Added as part of BAU v2.79_0105 (CIF),Are there negative news,cif
456,Maribank DBPortal,cif1,cif_client_bak,OFFICE_NAME,Added as part of BAU v2.79_0105 (CIF),office,cif
457,Maribank DBPortal,cif2,cif_client_bak,OFFICE_NAME,Added as part of BAU v2.79_0105 (CIF),office,cif
458,Maribank DBPortal,cif3,cif_client_bak,OFFICE_NAME,Added as part of BAU v2.79_0105 (CIF),office,cif
459,Maribank DBPortal,cif4,cif_client_bak,OFFICE_NAME,Added as part of BAU v2.79_0105 (CIF),office,cif
460,Maribank DBPortal,cif5,cif_client_bak,OFFICE_NAME,Added as part of BAU v2.79_0105 (CIF),office,cif
461,Maribank DBPortal,cif1,cif_client_bak,OFFICE_NUMBER_PREFIX,Added as part of BAU v2.79_0105 (CIF),Office number prefix,cif
462,Maribank DBPortal,cif2,cif_client_bak,OFFICE_NUMBER_PREFIX,Added as part of BAU v2.79_0105 (CIF),Office number prefix,cif
463,Maribank DBPortal,cif3,cif_client_bak,OFFICE_NUMBER_PREFIX,Added as part of BAU v2.79_0105 (CIF),Office number prefix,cif
464,Maribank DBPortal,cif4,cif_client_bak,OFFICE_NUMBER_PREFIX,Added as part of BAU v2.79_0105 (CIF),Office number prefix,cif
465,Maribank DBPortal,cif5,cif_client_bak,OFFICE_NUMBER_PREFIX,Added as part of BAU v2.79_0105 (CIF),Office number prefix,cif
466,Maribank DBPortal,cif1,cif_client_bak,OFFICE_NUMBER,Added as part of BAU v2.79_0105 (CIF),Office number,cif
467,Maribank DBPortal,cif2,cif_client_bak,OFFICE_NUMBER,Added as part of BAU v2.79_0105 (CIF),Office number,cif
468,Maribank DBPortal,cif3,cif_client_bak,OFFICE_NUMBER,Added as part of BAU v2.79_0105 (CIF),Office number,cif
469,Maribank DBPortal,cif4,cif_client_bak,OFFICE_NUMBER,Added as part of BAU v2.79_0105 (CIF),Office number,cif
470,Maribank DBPortal,cif5,cif_client_bak,OFFICE_NUMBER,Added as part of BAU v2.79_0105 (CIF),Office number,cif
471,Maribank DBPortal,cif1,cif_client_bak,CLIENT_INACTIVE_DATE,Added as part of BAU v2.79_0105 (CIF),Does not hold customers to switch accounts (not including closed accounts) customer status date,cif
472,Maribank DBPortal,cif2,cif_client_bak,CLIENT_INACTIVE_DATE,Added as part of BAU v2.79_0105 (CIF),Does not hold customers to switch accounts (not including closed accounts) customer status date,cif
473,Maribank DBPortal,cif3,cif_client_bak,CLIENT_INACTIVE_DATE,Added as part of BAU v2.79_0105 (CIF),Does not hold customers to switch accounts (not including closed accounts) customer status date,cif
474,Maribank DBPortal,cif4,cif_client_bak,CLIENT_INACTIVE_DATE,Added as part of BAU v2.79_0105 (CIF),Does not hold customers to switch accounts (not including closed accounts) customer status date,cif
475,Maribank DBPortal,cif5,cif_client_bak,CLIENT_INACTIVE_DATE,Added as part of BAU v2.79_0105 (CIF),Does not hold customers to switch accounts (not including closed accounts) customer status date,cif
476,Maribank DBPortal,cif1,cif_client_bak,RELATED_PARTY,Added as part of BAU v2.79_0105 (CIF),Related party,cif
477,Maribank DBPortal,cif2,cif_client_bak,RELATED_PARTY,Added as part of BAU v2.79_0105 (CIF),Related party,cif
478,Maribank DBPortal,cif3,cif_client_bak,RELATED_PARTY,Added as part of BAU v2.79_0105 (CIF),Related party,cif
479,Maribank DBPortal,cif4,cif_client_bak,RELATED_PARTY,Added as part of BAU v2.79_0105 (CIF),Related party,cif
480,Maribank DBPortal,cif5,cif_client_bak,RELATED_PARTY,Added as part of BAU v2.79_0105 (CIF),Related party,cif
481,Maribank DBPortal,cif1,cif_client_bak,AC_ID,Added as part of BAU v2.79_0105 (CIF),Anti-Money Laundering customer ID,cif
482,Maribank DBPortal,cif2,cif_client_bak,AC_ID,Added as part of BAU v2.79_0105 (CIF),Anti-Money Laundering customer ID,cif
483,Maribank DBPortal,cif3,cif_client_bak,AC_ID,Added as part of BAU v2.79_0105 (CIF),Anti-Money Laundering customer ID,cif
484,Maribank DBPortal,cif4,cif_client_bak,AC_ID,Added as part of BAU v2.79_0105 (CIF),Anti-Money Laundering customer ID,cif
485,Maribank DBPortal,cif5,cif_client_bak,AC_ID,Added as part of BAU v2.79_0105 (CIF),Anti-Money Laundering customer ID,cif
486,Maribank DBPortal,cif1,cif_client_bak,AR_ID,Added as part of BAU v2.79_0105 (CIF),AML customer identification ID,cif
487,Maribank DBPortal,cif2,cif_client_bak,AR_ID,Added as part of BAU v2.79_0105 (CIF),AML customer identification ID,cif
488,Maribank DBPortal,cif3,cif_client_bak,AR_ID,Added as part of BAU v2.79_0105 (CIF),AML customer identification ID,cif
489,Maribank DBPortal,cif4,cif_client_bak,AR_ID,Added as part of BAU v2.79_0105 (CIF),AML customer identification ID,cif
490,Maribank DBPortal,cif5,cif_client_bak,AR_ID,Added as part of BAU v2.79_0105 (CIF),AML customer identification ID,cif
491,Maribank DBPortal,cif1,cif_client_bak,EXIT_AML_REASON,Added as part of BAU v2.79_0105 (CIF),Exit AML reason,cif
492,Maribank DBPortal,cif2,cif_client_bak,EXIT_AML_REASON,Added as part of BAU v2.79_0105 (CIF),Exit AML reason,cif
493,Maribank DBPortal,cif3,cif_client_bak,EXIT_AML_REASON,Added as part of BAU v2.79_0105 (CIF),Exit AML reason,cif
494,Maribank DBPortal,cif4,cif_client_bak,EXIT_AML_REASON,Added as part of BAU v2.79_0105 (CIF),Exit AML reason,cif
495,Maribank DBPortal,cif5,cif_client_bak,EXIT_AML_REASON,Added as part of BAU v2.79_0105 (CIF),Exit AML reason,cif
496,Maribank DBPortal,cif1,cif_client_bak,AML_EX_PEP_STATUS,Added as part of BAU v2.79_0105 (CIF),Last sensitive person status,cif
497,Maribank DBPortal,cif2,cif_client_bak,AML_EX_PEP_STATUS,Added as part of BAU v2.79_0105 (CIF),Last sensitive person status,cif
498,Maribank DBPortal,cif3,cif_client_bak,AML_EX_PEP_STATUS,Added as part of BAU v2.79_0105 (CIF),Last sensitive person status,cif
499,Maribank DBPortal,cif4,cif_client_bak,AML_EX_PEP_STATUS,Added as part of BAU v2.79_0105 (CIF),Last sensitive person status,cif
500,Maribank DBPortal,cif5,cif_client_bak,AML_EX_PEP_STATUS,Added as part of BAU v2.79_0105 (CIF),Last sensitive person status,cif
501,Maribank DBPortal,cif1,cif_client_bak,ADDITIONAL_AML1,Added as part of BAU v2.79_0105 (CIF),Additional AML Information Field 1,cif
502,Maribank DBPortal,cif2,cif_client_bak,ADDITIONAL_AML1,Added as part of BAU v2.79_0105 (CIF),Additional AML Information Field 1,cif
503,Maribank DBPortal,cif3,cif_client_bak,ADDITIONAL_AML1,Added as part of BAU v2.79_0105 (CIF),Additional AML Information Field 1,cif
504,Maribank DBPortal,cif4,cif_client_bak,ADDITIONAL_AML1,Added as part of BAU v2.79_0105 (CIF),Additional AML Information Field 1,cif
505,Maribank DBPortal,cif5,cif_client_bak,ADDITIONAL_AML1,Added as part of BAU v2.79_0105 (CIF),Additional AML Information Field 1,cif
506,Maribank DBPortal,cif1,cif_client_bak,ADDITIONAL_AML2,Added as part of BAU v2.79_0105 (CIF),Additional AML Information Field 2,cif
507,Maribank DBPortal,cif2,cif_client_bak,ADDITIONAL_AML2,Added as part of BAU v2.79_0105 (CIF),Additional AML Information Field 2,cif
508,Maribank DBPortal,cif3,cif_client_bak,ADDITIONAL_AML2,Added as part of BAU v2.79_0105 (CIF),Additional AML Information Field 2,cif
509,Maribank DBPortal,cif4,cif_client_bak,ADDITIONAL_AML2,Added as part of BAU v2.79_0105 (CIF),Additional AML Information Field 2,cif
510,Maribank DBPortal,cif5,cif_client_bak,ADDITIONAL_AML2,Added as part of BAU v2.79_0105 (CIF),Additional AML Information Field 2,cif
511,Maribank DBPortal,cif1,cif_client_bak,ADDITIONAL_AML3,Added as part of BAU v2.79_0105 (CIF),Additional AML Information Field 3,cif
512,Maribank DBPortal,cif2,cif_client_bak,ADDITIONAL_AML3,Added as part of BAU v2.79_0105 (CIF),Additional AML Information Field 3,cif
513,Maribank DBPortal,cif3,cif_client_bak,ADDITIONAL_AML3,Added as part of BAU v2.79_0105 (CIF),Additional AML Information Field 3,cif
514,Maribank DBPortal,cif4,cif_client_bak,ADDITIONAL_AML3,Added as part of BAU v2.79_0105 (CIF),Additional AML Information Field 3,cif
515,Maribank DBPortal,cif5,cif_client_bak,ADDITIONAL_AML3,Added as part of BAU v2.79_0105 (CIF),Additional AML Information Field 3,cif
516,Maribank DBPortal,cif1,cif_client_bak,ADDITIONAL_AML4,Added as part of BAU v2.79_0105 (CIF),Additional AML Information Field 4,cif
517,Maribank DBPortal,cif2,cif_client_bak,ADDITIONAL_AML4,Added as part of BAU v2.79_0105 (CIF),Additional AML Information Field 4,cif
518,Maribank DBPortal,cif3,cif_client_bak,ADDITIONAL_AML4,Added as part of BAU v2.79_0105 (CIF),Additional AML Information Field 4,cif
519,Maribank DBPortal,cif4,cif_client_bak,ADDITIONAL_AML4,Added as part of BAU v2.79_0105 (CIF),Additional AML Information Field 4,cif
520,Maribank DBPortal,cif5,cif_client_bak,ADDITIONAL_AML4,Added as part of BAU v2.79_0105 (CIF),Additional AML Information Field 4,cif
521,Maribank DBPortal,cif1,cif_client_bak,ADDITIONAL_AML5,Added as part of BAU v2.79_0105 (CIF),Additional AML Information Field 5,cif
522,Maribank DBPortal,cif2,cif_client_bak,ADDITIONAL_AML5,Added as part of BAU v2.79_0105 (CIF),Additional AML Information Field 5,cif
523,Maribank DBPortal,cif3,cif_client_bak,ADDITIONAL_AML5,Added as part of BAU v2.79_0105 (CIF),Additional AML Information Field 5,cif
524,Maribank DBPortal,cif4,cif_client_bak,ADDITIONAL_AML5,Added as part of BAU v2.79_0105 (CIF),Additional AML Information Field 5,cif
525,Maribank DBPortal,cif5,cif_client_bak,ADDITIONAL_AML5,Added as part of BAU v2.79_0105 (CIF),Additional AML Information Field 5,cif
526,Maribank DBPortal,cif1,cif_client_bak,AML_LAST_REVIEW_DATE,Added as part of BAU v2.79_0105 (CIF),Aml last review date,cif
527,Maribank DBPortal,cif2,cif_client_bak,AML_LAST_REVIEW_DATE,Added as part of BAU v2.79_0105 (CIF),Aml last review date,cif
528,Maribank DBPortal,cif3,cif_client_bak,AML_LAST_REVIEW_DATE,Added as part of BAU v2.79_0105 (CIF),Aml last review date,cif
529,Maribank DBPortal,cif4,cif_client_bak,AML_LAST_REVIEW_DATE,Added as part of BAU v2.79_0105 (CIF),Aml last review date,cif
530,Maribank DBPortal,cif5,cif_client_bak,AML_LAST_REVIEW_DATE,Added as part of BAU v2.79_0105 (CIF),Aml last review date,cif
531,Maribank DBPortal,cif1,cif_client_bak,COUNTRY_OF_BIRTH,Added as part of BAU v2.79_0105 (CIF),Country Of Birth,cif
532,Maribank DBPortal,cif2,cif_client_bak,COUNTRY_OF_BIRTH,Added as part of BAU v2.79_0105 (CIF),Country Of Birth,cif
533,Maribank DBPortal,cif3,cif_client_bak,COUNTRY_OF_BIRTH,Added as part of BAU v2.79_0105 (CIF),Country Of Birth,cif
534,Maribank DBPortal,cif4,cif_client_bak,COUNTRY_OF_BIRTH,Added as part of BAU v2.79_0105 (CIF),Country Of Birth,cif
535,Maribank DBPortal,cif5,cif_client_bak,COUNTRY_OF_BIRTH,Added as part of BAU v2.79_0105 (CIF),Country Of Birth,cif
536,Maribank DBPortal,cif1,cif_client_bak,OPTION_SOURCE,Added as part of BAU v2.79_0105 (CIF),OPTION SOURCE,cif
537,Maribank DBPortal,cif2,cif_client_bak,OPTION_SOURCE,Added as part of BAU v2.79_0105 (CIF),OPTION SOURCE,cif
538,Maribank DBPortal,cif3,cif_client_bak,OPTION_SOURCE,Added as part of BAU v2.79_0105 (CIF),OPTION SOURCE,cif
539,Maribank DBPortal,cif4,cif_client_bak,OPTION_SOURCE,Added as part of BAU v2.79_0105 (CIF),OPTION SOURCE,cif
540,Maribank DBPortal,cif5,cif_client_bak,OPTION_SOURCE,Added as part of BAU v2.79_0105 (CIF),OPTION SOURCE,cif
541,Maribank DBPortal,cif1,cif_client_bak,KYC_FLAG,Added as part of BAU v2.79_0105 (CIF),KYC Flag,cif
542,Maribank DBPortal,cif2,cif_client_bak,KYC_FLAG,Added as part of BAU v2.79_0105 (CIF),KYC Flag,cif
543,Maribank DBPortal,cif3,cif_client_bak,KYC_FLAG,Added as part of BAU v2.79_0105 (CIF),KYC Flag,cif
544,Maribank DBPortal,cif4,cif_client_bak,KYC_FLAG,Added as part of BAU v2.79_0105 (CIF),KYC Flag,cif
545,Maribank DBPortal,cif5,cif_client_bak,KYC_FLAG,Added as part of BAU v2.79_0105 (CIF),KYC Flag,cif
546,Maribank DBPortal,cif1,cif_client_bak,HANYU_PINYIN_NAME,Added as part of BAU v2.79_0105 (CIF),hanyu pinyin name,cif
547,Maribank DBPortal,cif2,cif_client_bak,HANYU_PINYIN_NAME,Added as part of BAU v2.79_0105 (CIF),hanyu pinyin name,cif
548,Maribank DBPortal,cif3,cif_client_bak,HANYU_PINYIN_NAME,Added as part of BAU v2.79_0105 (CIF),hanyu pinyin name,cif
549,Maribank DBPortal,cif4,cif_client_bak,HANYU_PINYIN_NAME,Added as part of BAU v2.79_0105 (CIF),hanyu pinyin name,cif
550,Maribank DBPortal,cif5,cif_client_bak,HANYU_PINYIN_NAME,Added as part of BAU v2.79_0105 (CIF),hanyu pinyin name,cif
551,Maribank DBPortal,cif1,cif_client_bak,HANYU_PINYIN_ALIAS_NAME,Added as part of BAU v2.79_0105 (CIF),hanyu pinyin alias name,cif
552,Maribank DBPortal,cif2,cif_client_bak,HANYU_PINYIN_ALIAS_NAME,Added as part of BAU v2.79_0105 (CIF),hanyu pinyin alias name,cif
553,Maribank DBPortal,cif3,cif_client_bak,HANYU_PINYIN_ALIAS_NAME,Added as part of BAU v2.79_0105 (CIF),hanyu pinyin alias name,cif
554,Maribank DBPortal,cif4,cif_client_bak,HANYU_PINYIN_ALIAS_NAME,Added as part of BAU v2.79_0105 (CIF),hanyu pinyin alias name,cif
555,Maribank DBPortal,cif5,cif_client_bak,HANYU_PINYIN_ALIAS_NAME,Added as part of BAU v2.79_0105 (CIF),hanyu pinyin alias name,cif
556,Maribank DBPortal,cif1,cif_client_bak,MARRIED_NAME,Added as part of BAU v2.79_0105 (CIF),married name,cif
557,Maribank DBPortal,cif2,cif_client_bak,MARRIED_NAME,Added as part of BAU v2.79_0105 (CIF),married name,cif
558,Maribank DBPortal,cif3,cif_client_bak,MARRIED_NAME,Added as part of BAU v2.79_0105 (CIF),married name,cif
559,Maribank DBPortal,cif4,cif_client_bak,MARRIED_NAME,Added as part of BAU v2.79_0105 (CIF),married name,cif
560,Maribank DBPortal,cif5,cif_client_bak,MARRIED_NAME,Added as part of BAU v2.79_0105 (CIF),married name,cif
561,Maribank DBPortal,cif1,cif_client_bak,AML_CRP_ID,Added as part of BAU v2.79_0105 (CIF),aml cpr id (abandoned),cif
562,Maribank DBPortal,cif2,cif_client_bak,AML_CRP_ID,Added as part of BAU v2.79_0105 (CIF),aml cpr id (abandoned),cif
563,Maribank DBPortal,cif3,cif_client_bak,AML_CRP_ID,Added as part of BAU v2.79_0105 (CIF),aml cpr id (abandoned),cif
564,Maribank DBPortal,cif4,cif_client_bak,AML_CRP_ID,Added as part of BAU v2.79_0105 (CIF),aml cpr id (abandoned),cif
565,Maribank DBPortal,cif5,cif_client_bak,AML_CRP_ID,Added as part of BAU v2.79_0105 (CIF),aml cpr id (abandoned),cif
566,Maribank DBPortal,cif1,cif_client_bak,EDD_ASSESSMENT,Added as part of BAU v2.79_0105 (CIF),aml assessment url,cif
567,Maribank DBPortal,cif2,cif_client_bak,EDD_ASSESSMENT,Added as part of BAU v2.79_0105 (CIF),aml assessment url,cif
568,Maribank DBPortal,cif3,cif_client_bak,EDD_ASSESSMENT,Added as part of BAU v2.79_0105 (CIF),aml assessment url,cif
569,Maribank DBPortal,cif4,cif_client_bak,EDD_ASSESSMENT,Added as part of BAU v2.79_0105 (CIF),aml assessment url,cif
570,Maribank DBPortal,cif5,cif_client_bak,EDD_ASSESSMENT,Added as part of BAU v2.79_0105 (CIF),aml assessment url,cif
571,Maribank DBPortal,cif1,cif_client_bak,SEGMENT,Added as part of BAU v2.79_0105 (CIF),cif class,cif
572,Maribank DBPortal,cif2,cif_client_bak,SEGMENT,Added as part of BAU v2.79_0105 (CIF),cif class,cif
573,Maribank DBPortal,cif3,cif_client_bak,SEGMENT,Added as part of BAU v2.79_0105 (CIF),cif class,cif
574,Maribank DBPortal,cif4,cif_client_bak,SEGMENT,Added as part of BAU v2.79_0105 (CIF),cif class,cif
575,Maribank DBPortal,cif5,cif_client_bak,SEGMENT,Added as part of BAU v2.79_0105 (CIF),cif class,cif
576,Maribank DBPortal,cif1,cif_client_bak,SUB_SEGMENT,Added as part of BAU v2.79_0105 (CIF),cif sub class,cif
577,Maribank DBPortal,cif2,cif_client_bak,SUB_SEGMENT,Added as part of BAU v2.79_0105 (CIF),cif sub class,cif
578,Maribank DBPortal,cif3,cif_client_bak,SUB_SEGMENT,Added as part of BAU v2.79_0105 (CIF),cif sub class,cif
579,Maribank DBPortal,cif4,cif_client_bak,SUB_SEGMENT,Added as part of BAU v2.79_0105 (CIF),cif sub class,cif
580,Maribank DBPortal,cif5,cif_client_bak,SUB_SEGMENT,Added as part of BAU v2.79_0105 (CIF),cif sub class,cif
581,Maribank DBPortal,cif1,cif_client_bak,CREATE_TIME,Added as part of BAU v2.79_0105 (CIF),"The UNIX timestamp of the data insertion, 13 digs GMT timestamp",cif
582,Maribank DBPortal,cif2,cif_client_bak,CREATE_TIME,Added as part of BAU v2.79_0105 (CIF),"The UNIX timestamp of the data insertion, 13 digs GMT timestamp",cif
583,Maribank DBPortal,cif3,cif_client_bak,CREATE_TIME,Added as part of BAU v2.79_0105 (CIF),"The UNIX timestamp of the data insertion, 13 digs GMT timestamp",cif
584,Maribank DBPortal,cif4,cif_client_bak,CREATE_TIME,Added as part of BAU v2.79_0105 (CIF),"The UNIX timestamp of the data insertion, 13 digs GMT timestamp",cif
585,Maribank DBPortal,cif5,cif_client_bak,CREATE_TIME,Added as part of BAU v2.79_0105 (CIF),"The UNIX timestamp of the data insertion, 13 digs GMT timestamp",cif
586,Maribank DBPortal,cif1,cif_client_bak,MODIFY_TIME,Added as part of BAU v2.79_0105 (CIF),Timestamp of data updation,cif
587,Maribank DBPortal,cif2,cif_client_bak,MODIFY_TIME,Added as part of BAU v2.79_0105 (CIF),Timestamp of data updation,cif
588,Maribank DBPortal,cif3,cif_client_bak,MODIFY_TIME,Added as part of BAU v2.79_0105 (CIF),Timestamp of data updation,cif
589,Maribank DBPortal,cif4,cif_client_bak,MODIFY_TIME,Added as part of BAU v2.79_0105 (CIF),Timestamp of data updation,cif
590,Maribank DBPortal,cif5,cif_client_bak,MODIFY_TIME,Added as part of BAU v2.79_0105 (CIF),Timestamp of data updation,cif
591,Maribank DBPortal,cif1,cif_client_bak,ASSOCIATED_PARTY_FLAG,Added as part of BAU v2.79_0105 (CIF),Core Banking,cif
592,Maribank DBPortal,cif2,cif_client_bak,ASSOCIATED_PARTY_FLAG,Added as part of BAU v2.79_0105 (CIF),Core Banking,cif
593,Maribank DBPortal,cif3,cif_client_bak,ASSOCIATED_PARTY_FLAG,Added as part of BAU v2.79_0105 (CIF),Core Banking,cif
594,Maribank DBPortal,cif4,cif_client_bak,ASSOCIATED_PARTY_FLAG,Added as part of BAU v2.79_0105 (CIF),Core Banking,cif
595,Maribank DBPortal,cif5,cif_client_bak,ASSOCIATED_PARTY_FLAG,Added as part of BAU v2.79_0105 (CIF),Core Banking,cif
596,Maribank DBPortal,cif1,cif_client_bak,SEAMLESS_ID,Added as part of BAU v2.79_0105 (CIF),SEAMLESS ID,cif
597,Maribank DBPortal,cif2,cif_client_bak,SEAMLESS_ID,Added as part of BAU v2.79_0105 (CIF),SEAMLESS ID,cif
598,Maribank DBPortal,cif3,cif_client_bak,SEAMLESS_ID,Added as part of BAU v2.79_0105 (CIF),SEAMLESS ID,cif
599,Maribank DBPortal,cif4,cif_client_bak,SEAMLESS_ID,Added as part of BAU v2.79_0105 (CIF),SEAMLESS ID,cif
600,Maribank DBPortal,cif5,cif_client_bak,SEAMLESS_ID,Added as part of BAU v2.79_0105 (CIF),SEAMLESS ID,cif
601,Maribank DBPortal,cif1,cif_client_bak,LAST_SCREENING_CONCLUSION,Added as part of BAU v2.79_0105 (CIF),AML Last Screening Conclusion,cif
602,Maribank DBPortal,cif2,cif_client_bak,LAST_SCREENING_CONCLUSION,Added as part of BAU v2.79_0105 (CIF),AML Last Screening Conclusion,cif
603,Maribank DBPortal,cif3,cif_client_bak,LAST_SCREENING_CONCLUSION,Added as part of BAU v2.79_0105 (CIF),AML Last Screening Conclusion,cif
604,Maribank DBPortal,cif4,cif_client_bak,LAST_SCREENING_CONCLUSION,Added as part of BAU v2.79_0105 (CIF),AML Last Screening Conclusion,cif
605,Maribank DBPortal,cif5,cif_client_bak,LAST_SCREENING_CONCLUSION,Added as part of BAU v2.79_0105 (CIF),AML Last Screening Conclusion,cif
606,Maribank DBPortal,cif1,cif_client_bak,PERIODIC_REVIEW_STATUS,Added as part of BAU v2.79_0105 (CIF),AML Periodic Review Status,cif
607,Maribank DBPortal,cif2,cif_client_bak,PERIODIC_REVIEW_STATUS,Added as part of BAU v2.79_0105 (CIF),AML Periodic Review Status,cif
608,Maribank DBPortal,cif3,cif_client_bak,PERIODIC_REVIEW_STATUS,Added as part of BAU v2.79_0105 (CIF),AML Periodic Review Status,cif
609,Maribank DBPortal,cif4,cif_client_bak,PERIODIC_REVIEW_STATUS,Added as part of BAU v2.79_0105 (CIF),AML Periodic Review Status,cif
610,Maribank DBPortal,cif5,cif_client_bak,PERIODIC_REVIEW_STATUS,Added as part of BAU v2.79_0105 (CIF),AML Periodic Review Status,cif
611,Maribank DBPortal,cif1,cif_client_bak,ULTIMATE_PARENT,Added as part of BAU v2.79_0105 (CIF),Ultimate Parent Company Code,cif
612,Maribank DBPortal,cif2,cif_client_bak,ULTIMATE_PARENT,Added as part of BAU v2.79_0105 (CIF),Ultimate Parent Company Code,cif
